company,location,salary estimate,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,job_simpl,seniority,City,Latitude,Longitude
U-Haul,"Tempe, AZ",64075,0,3.4,0,0,0,0,1,0,data analyst,mid,Tempe,33.4255117,-111.940016
Alliance Laundry Systems LLC,"Ripon, WI",52625,0,2.9,0,0,0,0,0,0,data analyst,Senior,Ripon,54.1362169,-1.5238006
BCVS Group Inc,Remote,60000,1,5.0,1,0,0,0,1,0,data analyst,mid,Remote,,
Volto Consulting,"Sunnyvale, CA",78000,1,5.0,1,0,0,0,0,0,data analyst,mid,Sunnyvale,37.3688301,-122.036349
nLeague Services Inc.,"Boise, ID",81100,1,3.8,1,0,0,0,0,0,data analyst,junior,Boise,43.6166163,-116.200886
Robinhood,"Denver, CO",93000,0,3.6,1,0,0,0,1,0,data analyst,Senior,Denver,39.7392364,-104.984862
University of Washington,"Seattle, WA",5973,0,4.2,1,0,0,0,0,0,data analyst,Senior,Seattle,47.6038321,-122.330062
"US News & World Report ,L.P.","Washington, DC",65776,0,3.9,0,0,0,0,0,0,data analyst,Senior,Washington,38.8950368,-77.0365427
Bayer,"Creve Coeur, MO",70879,0,4.2,0,0,0,0,1,0,data analyst,Senior,Creve Coeur,38.6613007,-90.4423653
Tarrant County Homeless Coalition,"Tarrant City, AL",53877,0,3.3,0,0,0,0,0,0,data analyst,junior,Tarrant City,33.5834373,-86.7727681
Coahoma Community College,"Clarksdale, MS",46739,0,4.0,1,0,0,0,1,0,data analyst,Senior,Clarksdale,34.2006479,-90.5702071
Horace Mann,"Springfield, IL",67882,0,3.6,0,0,0,0,1,0,data analyst,Senior,Springfield,39.7990175,-89.6439575
HealthFirst,"New York, NY",86446,0,3.6,0,0,0,0,0,0,data analyst,Senior,New York,40.7127281,-74.0060152
Dutech System,"Austin, TX",125000,1,4.5,0,0,1,0,0,0,data analyst,Senior,Austin,30.2711286,-97.7436995
McDermott+Consulting,"Boston, MA",82132,0,3.7,0,0,0,0,1,0,data analyst,Senior,Boston,42.3554334,-71.060511
"Odyssey Systems Consulting Group, Ltd.","Bethesda, MD",80867,0,4.3,1,0,0,0,0,0,data analyst,mid,Bethesda,38.9846816,-77.0942447
Braintrust,"San Francisco, CA",270000,1,4.6,0,0,0,0,1,0,data analyst,Senior,San Francisco,37.7792588,-122.4193286
Eastridge,"Texas City, TX",97500,0,4.5,1,0,0,1,0,0,data analyst,mid,Texas City,29.396013,-94.9175485
Concept Software & Services Inc,Remote,130000,1,4.2,0,0,0,0,0,0,data analyst,mid,Remote,,
International Center for Language Studies,"Arlington, VA",61917,0,4.3,0,0,0,0,0,0,data analyst,Senior,Arlington,32.7355816,-97.1071186
CASES,"Brooklyn, NY",52000,0,2.6,0,0,0,0,1,0,data analyst,Senior,Brooklyn,40.6526006,-73.9497211
D3 AIR AND SPACE OPERATIONS INC,"Langley AFB, VA",71583,0,4.3,0,0,0,0,0,0,data analyst,Senior,Langley AFB,37.08751425,-76.35722238652752
Premier Truck Rental,"Fort Wayne, IN",58056,0,3.6,0,0,0,0,0,0,data analyst,mid,Fort Wayne,41.0799898,-85.1386015
Staffing Solutions Organization LLC (SSO),"Albany, NY",68617,0,4.4,1,0,0,0,1,0,data analyst,mid,Albany,42.6511674,-73.754968
Dew Software,Remote,120000,1,3.6,0,0,0,0,1,0,data analyst,mid,Remote,,
Wolfe Eye Clinic,"Marshalltown, IA",52032,0,3.4,1,0,0,0,1,0,data analyst,mid,Marshalltown,42.048881,-92.9122672
Axle Informatics,"Bethesda, MD",76720,0,3.9,0,0,0,0,0,0,data analyst,Senior,Bethesda,38.9846816,-77.0942447
Arcadis,"Long Island City, NY",101500,0,4.0,0,0,0,0,1,0,data analyst,mid,Long Island City,40.7455316,-73.9484995
UC San Diego,"San Diego, CA",53640,1,4.2,0,0,0,0,0,0,data analyst,mid,San Diego,32.7174202,-117.162772
PCS GLOBAL TECH,"Ithaca, NY",77339,0,4.7,0,0,0,0,1,0,data analyst,mid,Ithaca,42.4374175,-76.54837235139263
"CGI Group, Inc.","Washington, DC",68871,0,3.9,1,0,0,0,1,0,data analyst,junior,Washington,38.8950368,-77.0365427
Realign LLC,"Atlanta, GA",39855,0,4.5,0,0,0,0,1,0,data analyst,junior,Atlanta,33.7489924,-84.3902644
North Shore Bank,"Brookfield, WI",63211,0,3.6,0,0,0,0,1,0,data analyst,Senior,Brookfield,43.0578479,-88.1261984
Procal Technologies,Remote,60000,0,1.0,1,0,0,0,1,0,data analyst,mid,Remote,,
Obie,"Chicago, IL",72658,0,4.9,1,0,0,1,0,0,data analyst,Senior,Chicago,41.8755616,-87.6244212
Geneva Management,"Reston, VA",26000,1,3.0,0,0,0,0,1,0,data analyst,junior,Reston,38.9530559,-77.35021396591173
Royal Communications Consultants Inc,"New York, NY",86500,0,3.7,0,0,0,0,0,0,data analyst,Senior,New York,40.7127281,-74.0060152
Market Resource Partners,"Philadelphia, PA",58162,0,3.5,1,0,0,0,1,0,data analyst,junior,Philadelphia,39.9527237,-75.1635262
Kitestring,"Rogers, AR",74844,0,4.8,0,0,0,0,1,0,data analyst,junior,Rogers,36.3330154,-94.1166283
Schlumberger,"Youngsville, LA",77299,0,4.0,0,0,0,0,0,0,data analyst,Senior,Youngsville,30.0996471,-91.9901206
S&P Global,"New York, NY",101043,0,4.1,1,0,0,1,1,0,data analyst,Senior,New York,40.7127281,-74.0060152
HERSHEY MX,"Hershey, PA",56614,0,3.9,0,0,0,0,1,0,data analyst,junior,Hershey,40.2854881,-76.6506001
Settlement Health,"New York, NY",67500,0,4.5,0,0,0,0,0,0,data analyst,Senior,New York,40.7127281,-74.0060152
Parallel,"Tampa, FL",50637,0,3.1,0,0,0,0,1,0,data analyst,Senior,Tampa,27.9477595,-82.458444
Deloitte,"Lake Mary, FL",65004,0,4.0,1,0,0,0,1,1,data analyst,Senior,Lake Mary,28.7562749,-81.322093
North Carolina State University,"Chapel Hill, NC",115000,1,4.3,0,0,0,0,0,0,data analyst,Senior,Chapel Hill,35.9131542,-79.05578
Arizona State University,"Scottsdale, AZ",56820,1,4.2,1,0,1,1,1,0,data analyst,Senior,Scottsdale,33.4942189,-111.926018
"Altec Industries, Inc.","Saint Joseph, MO",46621,0,3.9,0,0,0,0,0,0,data analyst,Senior,Saint Joseph,39.7686055,-94.8466322
DataEdge Usa,Remote,125000,1,4.4,0,0,0,0,1,0,data analyst,mid,Remote,,
The University of Chicago,"Chicago, IL",70125,0,4.2,0,0,0,0,1,0,data analyst,Senior,Chicago,41.8755616,-87.6244212
Boqueria,"New York, NY",82500,0,3.9,1,0,0,0,1,0,data analyst,mid,New York,40.7127281,-74.0060152
Wambi,"Philadelphia, PA",69440,0,4.8,0,0,0,0,1,0,data analyst,Senior,Philadelphia,39.9527237,-75.1635262
OhioHealth,"Columbus, OH",72374,0,3.7,0,0,0,0,1,0,data analyst,junior,Columbus,39.9622601,-83.0007065
Barclays,"Whippany, NJ",98849,0,4.0,0,0,0,0,1,0,data analyst,Senior,Whippany,40.8245442,-74.4170972
Silent Falcon UAS Technologies,"Front Royal, VA",65148,0,3.6,0,0,0,0,1,0,data analyst,Senior,Front Royal,38.9178538,-78.1917718
Booz Allen Hamilton,"Rome, NY",45000,1,4.2,1,0,0,0,0,1,data analyst,mid,Rome,41.8933203,12.4829321
Fabletics,California,86650,0,4.3,0,0,0,0,0,0,data analyst,Senior,California,36.7014631,-118.755997
Baked By Melissa,"New York, NY",65000,0,3.1,0,0,0,0,1,0,data analyst,junior,New York,40.7127281,-74.0060152
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
Crumbl Cookies,"Lindon, UT",57839,0,4.6,1,0,0,0,1,0,data analyst,Senior,Lindon,40.3432857,-111.72076
Trident United Way,"North Charleston, SC",56139,0,3.8,0,0,0,0,1,0,data analyst,Senior,North Charleston,32.8546197,-79.9748103
Hudson Technologies Inc,"Woodcliff Lake, NJ",81136,0,3.2,0,0,0,0,1,0,data analyst,Senior,Woodcliff Lake,41.0234304,-74.0665297
Deloitte,"Lake Mary, FL",65004,0,4.0,1,0,0,0,1,1,data analyst,Senior,Lake Mary,28.7562749,-81.322093
North Carolina State University,"Chapel Hill, NC",115000,1,4.3,0,0,0,0,0,0,data analyst,Senior,Chapel Hill,35.9131542,-79.05578
Arizona State University,"Scottsdale, AZ",56820,1,4.2,1,0,1,1,1,0,data analyst,Senior,Scottsdale,33.4942189,-111.926018
"Altec Industries, Inc.","Saint Joseph, MO",46621,0,3.9,0,0,0,0,0,0,data analyst,Senior,Saint Joseph,39.7686055,-94.8466322
DataEdge Usa,Remote,125000,1,4.4,0,0,0,0,1,0,data analyst,mid,Remote,,
The University of Chicago,"Chicago, IL",70125,0,4.2,0,0,0,0,1,0,data analyst,Senior,Chicago,41.8755616,-87.6244212
Boqueria,"New York, NY",82500,0,3.9,1,0,0,0,1,0,data analyst,mid,New York,40.7127281,-74.0060152
Wambi,"Philadelphia, PA",69440,0,4.8,0,0,0,0,1,0,data analyst,Senior,Philadelphia,39.9527237,-75.1635262
OhioHealth,"Columbus, OH",72374,0,3.7,0,0,0,0,1,0,data analyst,junior,Columbus,39.9622601,-83.0007065
Barclays,"Whippany, NJ",98849,0,4.0,0,0,0,0,1,0,data analyst,Senior,Whippany,40.8245442,-74.4170972
Silent Falcon UAS Technologies,"Front Royal, VA",65148,0,3.6,0,0,0,0,1,0,data analyst,Senior,Front Royal,38.9178538,-78.1917718
Booz Allen Hamilton,"Rome, NY",45000,1,4.2,1,0,0,0,0,1,data analyst,mid,Rome,41.8933203,12.4829321
Fabletics,California,86650,0,4.3,0,0,0,0,0,0,data analyst,Senior,California,36.7014631,-118.755997
Baked By Melissa,"New York, NY",65000,0,3.1,0,0,0,0,1,0,data analyst,junior,New York,40.7127281,-74.0060152
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
Crumbl Cookies,"Lindon, UT",57839,0,4.6,1,0,0,0,1,0,data analyst,Senior,Lindon,40.3432857,-111.72076
Trident United Way,"North Charleston, SC",56139,0,3.8,0,0,0,0,1,0,data analyst,Senior,North Charleston,32.8546197,-79.9748103
Hudson Technologies Inc,"Woodcliff Lake, NJ",81136,0,3.2,0,0,0,0,1,0,data analyst,Senior,Woodcliff Lake,41.0234304,-74.0665297
Arizona State University,"Scottsdale, AZ",56820,1,4.2,1,0,1,1,1,0,data analyst,Senior,Scottsdale,33.4942189,-111.926018
Deloitte,"Lake Mary, FL",65004,0,4.0,1,0,0,0,1,1,data analyst,Senior,Lake Mary,28.7562749,-81.322093
North Carolina State University,"Chapel Hill, NC",115000,1,4.3,0,0,0,0,0,0,data analyst,Senior,Chapel Hill,35.9131542,-79.05578
"Altec Industries, Inc.","Saint Joseph, MO",46621,0,3.9,0,0,0,0,0,0,data analyst,Senior,Saint Joseph,39.7686055,-94.8466322
DataEdge Usa,Remote,125000,1,4.4,0,0,0,0,1,0,data analyst,mid,Remote,,
The University of Chicago,"Chicago, IL",70125,0,4.2,0,0,0,0,1,0,data analyst,Senior,Chicago,41.8755616,-87.6244212
Boqueria,"New York, NY",82500,0,3.9,1,0,0,0,1,0,data analyst,mid,New York,40.7127281,-74.0060152
Wambi,"Philadelphia, PA",69440,0,4.8,0,0,0,0,1,0,data analyst,Senior,Philadelphia,39.9527237,-75.1635262
OhioHealth,"Columbus, OH",72374,0,3.7,0,0,0,0,1,0,data analyst,junior,Columbus,39.9622601,-83.0007065
Barclays,"Whippany, NJ",98849,0,4.0,0,0,0,0,1,0,data analyst,Senior,Whippany,40.8245442,-74.4170972
Silent Falcon UAS Technologies,"Front Royal, VA",65148,0,3.6,0,0,0,0,1,0,data analyst,Senior,Front Royal,38.9178538,-78.1917718
Booz Allen Hamilton,"Rome, NY",45000,1,4.2,1,0,0,0,0,1,data analyst,mid,Rome,41.8933203,12.4829321
Fabletics,California,86650,0,4.3,0,0,0,0,0,0,data analyst,Senior,California,36.7014631,-118.755997
Baked By Melissa,"New York, NY",65000,0,3.1,0,0,0,0,1,0,data analyst,junior,New York,40.7127281,-74.0060152
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
Crumbl Cookies,"Lindon, UT",57839,0,4.6,1,0,0,0,1,0,data analyst,Senior,Lindon,40.3432857,-111.72076
Trident United Way,"North Charleston, SC",56139,0,3.8,0,0,0,0,1,0,data analyst,Senior,North Charleston,32.8546197,-79.9748103
Hudson Technologies Inc,"Woodcliff Lake, NJ",81136,0,3.2,0,0,0,0,1,0,data analyst,Senior,Woodcliff Lake,41.0234304,-74.0665297
Arizona State University,"Scottsdale, AZ",56820,1,4.2,1,0,1,1,1,0,data analyst,Senior,Scottsdale,33.4942189,-111.926018
Deloitte,"Lake Mary, FL",65004,0,4.0,1,0,0,0,1,1,data analyst,Senior,Lake Mary,28.7562749,-81.322093
North Carolina State University,"Chapel Hill, NC",115000,1,4.3,0,0,0,0,0,0,data analyst,Senior,Chapel Hill,35.9131542,-79.05578
"Altec Industries, Inc.","Saint Joseph, MO",46621,0,3.9,0,0,0,0,0,0,data analyst,Senior,Saint Joseph,39.7686055,-94.8466322
DataEdge Usa,Remote,125000,1,4.4,0,0,0,0,1,0,data analyst,mid,Remote,,
The University of Chicago,"Chicago, IL",70125,0,4.2,0,0,0,0,1,0,data analyst,Senior,Chicago,41.8755616,-87.6244212
Boqueria,"New York, NY",82500,0,3.9,1,0,0,0,1,0,data analyst,mid,New York,40.7127281,-74.0060152
Wambi,"Philadelphia, PA",69440,0,4.8,0,0,0,0,1,0,data analyst,Senior,Philadelphia,39.9527237,-75.1635262
Barclays,"Whippany, NJ",98849,0,4.0,0,0,0,0,1,0,data analyst,Senior,Whippany,40.8245442,-74.4170972
Silent Falcon UAS Technologies,"Front Royal, VA",65148,0,3.6,0,0,0,0,1,0,data analyst,Senior,Front Royal,38.9178538,-78.1917718
Booz Allen Hamilton,"Rome, NY",45000,1,4.2,1,0,0,0,0,1,data analyst,mid,Rome,41.8933203,12.4829321
Fabletics,California,86650,0,4.3,0,0,0,0,0,0,data analyst,Senior,California,36.7014631,-118.755997
Baked By Melissa,"New York, NY",65000,0,3.1,0,0,0,0,1,0,data analyst,junior,New York,40.7127281,-74.0060152
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
Crumbl Cookies,"Lindon, UT",57839,0,4.6,1,0,0,0,1,0,data analyst,Senior,Lindon,40.3432857,-111.72076
Trident United Way,"North Charleston, SC",56139,0,3.8,0,0,0,0,1,0,data analyst,Senior,North Charleston,32.8546197,-79.9748103
Hudson Technologies Inc,"Woodcliff Lake, NJ",81136,0,3.2,0,0,0,0,1,0,data analyst,Senior,Woodcliff Lake,41.0234304,-74.0665297
AstraZeneca Pharmaceuticals Inc,"Gaithersburg, MD",73338,0,4.2,0,0,0,0,0,1,machine learning engineer,mid,Gaithersburg,39.1399187,-77.1929215
Toyota Research Institute,"Los Altos, CA",180900,0,4.3,1,0,0,0,0,1,machine learning engineer,Senior,Los Altos,42.7811566,-3.620209626541331
MIT Lincoln Laboratory,"Lexington, MA",117724,0,4.3,1,0,0,0,0,1,machine learning engineer,mid,Lexington,38.0464066,-84.4970393
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
MIT Lincoln Laboratory,"Lexington, MA",109104,0,4.3,1,0,0,0,0,1,machine learning engineer,junior,Lexington,38.0464066,-84.4970393
National Renewable Energy Laboratory,"Golden, CO",91950,0,3.9,1,0,0,1,0,1,machine learning engineer,Senior,Golden,39.7546349,-105.22058
Pfizer,"Cambridge, MA",133773,0,4.1,1,0,0,1,1,1,machine learning engineer,mid,Cambridge,52.2055314,0.1186637
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data engineer,Senior,Mountain View,37.3893889,-122.0832101
Booz Allen Hamilton,"Alexandria, VA",126650,0,4.2,1,0,1,1,0,1,data scientist,Senior,Alexandria,44.83495335,8.745030418605868
eBay Inc.,"New York, NY",126495,0,4.2,1,0,0,0,1,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
Amazon.com Services LLC,"Seattle, WA",152000,0,3.8,0,0,0,1,0,1,machine learning engineer,Senior,Seattle,47.6038321,-122.330062
Argonne National Laboratory,"Lemont, IL",54291,0,4.5,0,0,0,0,0,1,machine learning engineer,Senior,Lemont,41.6737149,-88.0016263
Bose,"Framingham, MA",133142,0,3.8,1,0,0,0,0,1,machine learning engineer,junior,Framingham,42.2773177,-71.4165905
Morgan Stanley,"New York, NY",143796,0,4.0,1,0,0,0,1,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
CVS Health,Connecticut,135000,0,3.1,1,0,0,1,0,1,machine learning engineer,Senior,Connecticut,41.6500201,-72.7342163
I28 Technologies,"Marysville, MI",67500,0,4.2,1,0,0,0,0,1,machine learning engineer,junior,Marysville,48.0517429,-122.1768209
Colossal Biosciences,"Dallas, TX",66609,0,4.8,1,0,0,0,0,1,machine learning engineer,Senior,Dallas,32.7762719,-96.7968559
Lawrence Livermore National Laboratory,"Livermore, CA",114750,0,4.4,1,0,0,1,0,1,machine learning engineer,Senior,Livermore,37.6820583,-121.768053
NOKIA,"Murray Hill, NJ",99354,0,4.2,1,0,0,0,0,1,machine learning engineer,Senior,Murray Hill,38.2903476,-85.5882941
YouTube,"San Bruno, CA",141704,0,4.3,0,0,0,0,0,1,machine learning engineer,Senior,San Bruno,37.6248536,-122.4145986
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Braintrust,"San Francisco, CA",220000,1,4.6,1,1,0,0,0,1,machine learning engineer,Senior,San Francisco,37.7792588,-122.4193286
Netflix,"Los Gatos, CA",149100,0,4.3,0,0,0,0,0,1,machine learning engineer,Senior,Los Gatos,37.226611,-121.9746797
Tesla,"Palo Alto, CA",139446,0,3.6,1,0,0,0,0,1,machine learning engineer,mid,Palo Alto,37.4443293,-122.1598465
Microsoft,"New York, NY",138450,0,4.4,0,0,0,1,0,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
Analog Devices,"Boston, MA",126627,0,4.1,0,0,0,0,0,1,machine learning engineer,Senior,Boston,42.3554334,-71.060511
Dianthus,"Boston, MA",137376,0,3.3,1,0,0,1,0,1,machine learning engineer,Senior,Boston,42.3554334,-71.060511
Expedition Technology Inc,"Washington, VA",98636,0,4.8,1,0,0,1,0,1,machine learning engineer,Senior,Washington,38.8950368,-77.0365427
Argonne National Laboratory,"Lemont, IL",88155,0,4.5,1,0,0,0,0,1,machine learning engineer,mid,Lemont,41.6737149,-88.0016263
Etsy,"Brooklyn, NY",213000,0,4.5,1,1,0,0,0,1,machine learning engineer,Senior,Brooklyn,40.6526006,-73.9497211
Moderna Therapeutics,"Cambridge, MA",128826,0,3.7,1,0,0,1,1,1,machine learning engineer,Senior,Cambridge,52.2055314,0.1186637
Broad Institute,"Cambridge, MA",65916,0,4.4,1,0,0,0,1,1,machine learning engineer,Senior,Cambridge,52.2055314,0.1186637
Mobica,"Myrtle Point, OR",104289,0,3.9,1,1,0,0,0,1,machine learning engineer,Senior,Myrtle Point,43.0635936,-124.1392815
NXP Semiconductors,"Austin, TX",125047,0,4.0,0,0,0,0,0,0,machine learning engineer,junior,Austin,30.2711286,-97.7436995
Booz Allen Hamilton,"Doral, FL",105577,0,4.2,1,0,0,0,0,1,machine learning engineer,Senior,Doral,25.8184725,-80.35396791309786
Expedition Technology Inc,"Washington, VA",98636,0,4.8,1,0,0,1,0,1,machine learning engineer,Senior,Washington,38.8950368,-77.0365427
Etsy,"Brooklyn, NY",213000,0,4.5,1,1,0,0,0,1,machine learning engineer,Senior,Brooklyn,40.6526006,-73.9497211
Mobica,"Myrtle Point, OR",104289,0,3.9,1,1,0,0,0,1,machine learning engineer,Senior,Myrtle Point,43.0635936,-124.1392815
NXP Semiconductors,"Austin, TX",125047,0,4.0,0,0,0,0,0,0,machine learning engineer,junior,Austin,30.2711286,-97.7436995
Booz Allen Hamilton,"Doral, FL",105577,0,4.2,1,0,0,0,0,1,machine learning engineer,Senior,Doral,25.8184725,-80.35396791309786
Diffbot,"Menlo Park, CA",134737,0,4.7,0,0,0,0,0,1,machine learning engineer,Senior,Menlo Park,37.4519671,-122.177992
McDonald's Corporation,"Chicago, IL",114412,0,3.5,1,0,0,1,1,1,machine learning engineer,Senior,Chicago,41.8755616,-87.6244212
MIT Lincoln Laboratory,"Lexington, MA",107092,0,4.3,1,0,0,1,1,1,machine learning engineer,mid,Lexington,38.0464066,-84.4970393
Datatron Technologies,Remote,157500,0,4.3,1,0,1,1,0,1,machine learning engineer,mid,Remote,,
Deloitte,"Rosslyn, VA",120277,0,4.0,1,1,0,0,0,1,data scientist,Senior,Rosslyn,53.5957289,-113.505291
Brookhaven National Laboratory,"Upton, NY",69910,0,3.6,1,0,0,0,1,1,machine learning engineer,junior,Upton,31.3720387,-102.0386055
Genmab,"Princeton, NJ",141906,0,4.0,1,0,0,0,1,1,machine learning engineer,Senior,Princeton,40.3496953,-74.6597376
Saildrone,"Alameda, CA",160000,0,3.5,1,0,0,0,1,1,machine learning engineer,Senior,Alameda,37.6090291,-121.899142
Bloomberg,"New York, NY",205000,0,4.1,1,1,0,0,0,1,data scientist,mid,New York,40.7127281,-74.0060152
Deloitte,"Rosslyn, VA",120277,0,4.0,1,1,0,0,0,1,data scientist,Senior,Rosslyn,53.5957289,-113.505291
Genmab,"Princeton, NJ",141906,0,4.0,1,0,0,0,1,1,machine learning engineer,Senior,Princeton,40.3496953,-74.6597376
Bloomberg,"New York, NY",205000,0,4.1,1,1,0,0,0,1,data scientist,mid,New York,40.7127281,-74.0060152
California State University,"San Francisco, CA",6000,0,4.1,0,0,0,0,0,1,machine learning engineer,Senior,San Francisco,37.7792588,-122.4193286
Anduril Industries,"Costa Mesa, CA",44000,1,4.7,0,0,0,0,0,1,machine learning engineer,mid,Costa Mesa,33.6633386,-117.903317
Viasat,"Carlsbad, CA",194350,0,4.2,1,1,0,0,0,1,machine learning engineer,Senior,Carlsbad,33.1580933,-117.3505966
HP,"Palo Alto, CA",127000,0,4.2,1,1,0,1,1,1,machine learning engineer,Senior,Palo Alto,37.4443293,-122.1598465
Allen Institute,"Seattle, WA",88027,0,3.7,1,0,0,0,0,1,data engineer,junior,Seattle,47.6038321,-122.330062
Xcelerate Solutions,"Bethesda, MD",104582,0,4.2,1,0,0,0,0,1,machine learning engineer,Senior,Bethesda,38.9846816,-77.0942447
Brookhaven National Laboratory,"Upton, NY",78739,0,3.6,1,0,0,0,1,1,machine learning engineer,junior,Upton,31.3720387,-102.0386055
Altfest Personal Wealth Management,"New York, NY",45000,1,4.8,0,0,0,0,0,1,machine learning engineer,mid,New York,40.7127281,-74.0060152
"Lynntech, Inc.","College Station, TX",91174,0,3.5,1,0,0,0,0,1,machine learning engineer,mid,College Station,30.6183939,-96.3455991
Booz Allen Hamilton,"Rome, NY",45000,1,4.2,1,0,0,0,0,1,data analyst,mid,Rome,41.8933203,12.4829321
Lululemon,"Seattle, WA",152850,0,4.3,1,1,1,0,0,1,machine learning engineer,Senior,Seattle,47.6038321,-122.330062
Eight Sleep,"New York, NY",137055,0,4.3,1,0,0,0,1,0,machine learning engineer,Senior,New York,40.7127281,-74.0060152
Emory University,"Atlanta, GA",91428,0,4.2,0,0,0,0,1,1,machine learning engineer,Senior,Atlanta,33.7489924,-84.3902644
Rockstar Games,"San Diego, CA",136121,0,4.4,1,1,1,0,0,1,data scientist,Senior,San Diego,32.7174202,-117.162772
Biogen,"Cambridge, MA",134068,0,4.0,0,0,0,0,0,1,machine learning engineer,Senior,Cambridge,52.2055314,0.1186637
Technical Paradigm,"Mission, TX",100000,1,5.0,1,0,0,1,0,1,machine learning engineer,Senior,Mission,26.2159066,-98.3252932
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Bloomberg,"New York, NY",205000,0,4.1,1,1,0,0,0,1,data scientist,mid,New York,40.7127281,-74.0060152
Altfest Personal Wealth Management,"New York, NY",45000,1,4.8,0,0,0,0,0,1,machine learning engineer,mid,New York,40.7127281,-74.0060152
Eight Sleep,"New York, NY",137055,0,4.3,1,0,0,0,1,0,machine learning engineer,Senior,New York,40.7127281,-74.0060152
Rockstar Games,"San Diego, CA",136121,0,4.4,1,1,1,0,0,1,data scientist,Senior,San Diego,32.7174202,-117.162772
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Invonto,"Bridgewater, NJ",102406,0,4.2,1,0,1,1,1,1,machine learning engineer,mid,Bridgewater,44.3774134,-64.5193946
Reflections Info Systems,Remote,154865,0,4.2,1,0,1,1,0,0,machine learning engineer,Senior,Remote,,
Reddit,"New York, NY",247750,0,4.2,1,0,0,0,0,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
Mars,"Chicago, IL",106785,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Vexcel,"Lehi, UT",107907,0,3.7,1,0,0,1,1,1,machine learning engineer,Senior,Lehi,40.3881114,-111.8486019
Resideo,"Austin, TX",118581,0,3.9,1,0,1,1,0,0,machine learning engineer,Senior,Austin,30.2711286,-97.7436995
PayPal,"San Jose, CA",124350,0,4.0,1,0,0,0,0,1,machine learning engineer,Senior,San Jose,37.3361663,-121.890591
VERSES,Remote,115000,0,5.0,0,0,0,1,0,1,machine learning engineer,Senior,Remote,,
Aurora Flight Sciences,"Cambridge, MA",104939,0,4.4,1,0,0,0,0,1,machine learning engineer,Senior,Cambridge,52.2055314,0.1186637
Schrödinger,"New York, NY",135188,0,4.4,1,0,0,0,0,1,machine learning engineer,mid,New York,40.7127281,-74.0060152
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Bloomberg,"New York, NY",205000,0,4.1,1,1,0,0,0,1,data scientist,mid,New York,40.7127281,-74.0060152
Invonto,"Bridgewater, NJ",102406,0,4.2,1,0,1,1,1,1,machine learning engineer,mid,Bridgewater,44.3774134,-64.5193946
Reddit,"New York, NY",247750,0,4.2,1,0,0,0,0,1,machine learning engineer,Senior,New York,40.7127281,-74.0060152
Mars,"Chicago, IL",106785,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Vexcel,"Lehi, UT",107907,0,3.7,1,0,0,1,1,1,machine learning engineer,Senior,Lehi,40.3881114,-111.8486019
PayPal,"San Jose, CA",124350,0,4.0,1,0,0,0,0,1,machine learning engineer,Senior,San Jose,37.3361663,-121.890591
VERSES,Remote,115000,0,5.0,0,0,0,1,0,1,machine learning engineer,Senior,Remote,,
NYC Careers,"Brooklyn, NY",107500,0,3.6,0,0,0,0,0,0,machine learning engineer,Senior,Brooklyn,40.6526006,-73.9497211
Hewlett Packard Enterprise,"San Jose, CA",92500,0,4.2,1,0,0,1,0,1,machine learning engineer,Senior,San Jose,37.3361663,-121.890591
Carnegie Mellon University,"Pittsburgh, PA",57527,0,4.5,1,0,0,0,1,1,machine learning engineer,junior,Pittsburgh,40.4416941,-79.9900861
